countyfips,year,month,day,i305
16007,2015,7,15,58.034218
16071,2015,7,15,29.482307
16073,2015,7,15,59.2476354
16075,2015,7,15,58.29836301
16077,2015,7,15,59.32562353
16079,2015,7,15,52.31559833
16081,2015,7,15,56.933708
16083,2015,7,15,62.98083637
16085,2015,7,15,49.77425086
16087,2015,7,15,56.44567843
16009,2015,7,15,51.74945128
17001,2015,7,15,64.38199563
17101,2015,7,15,62.805218
17103,2015,7,15,58.09478086
17105,2015,7,15,58.81043025
17107,2015,7,15,58.03388583
17109,2015,7,15,65.30545854
17011,2015,7,15,57.13936863
17111,2015,7,15,63.01034118
17113,2015,7,15,53.70330742
17115,2015,7,15,52.94573152
17117,2015,7,15,60.77846063
17119,2015,7,15,62.62332518
17121,2015,7,15,59.94356359
17123,2015,7,15,53.48906244
17125,2015,7,15,64.78940894
17127,2015,7,15,71.46368538
17129,2015,7,15,64.141815
17013,2015,7,15,68.06968792
17131,2015,7,15,53.66211596
17133,2015,7,15,63.59232583
17135,2015,7,15,50.81318954
17137,2015,7,15,62.57994235
17139,2015,7,15,52.61306857
17141,2015,7,15,57.1196645
17143,2015,7,15,58.75017453
17145,2015,7,15,67.3290578
17147,2015,7,15,57.74661856
17149,2015,7,15,66.42585381
17015,2015,7,15,53.1306711
17151,2015,7,15,71.40430956
17153,2015,7,15,71.452667
17155,2015,7,15,54.19162
17157,2015,7,15,64.01582734
17159,2015,7,15,62.19288624
17161,2015,7,15,47.35529119
17163,2015,7,15,62.72876153
17165,2015,7,15,66.21283872
17167,2015,7,15,54.87051358
17169,2015,7,15,64.44762286
17017,2015,7,15,65.59485566
17171,2015,7,15,64.58694391
17173,2015,7,15,54.8116115
17175,2015,7,15,57.16107823
17177,2015,7,15,57.63531824
17179,2015,7,15,58.13373793
17181,2015,7,15,70.84538468
17183,2015,7,15,57.13757407
17185,2015,7,15,62.63954427
17187,2015,7,15,60.40859578
17189,2015,7,15,62.17062074
17019,2015,7,15,58.72159933
17191,2015,7,15,61.58322918
17193,2015,7,15,62.66534795
17195,2015,7,15,57.87566316
17197,2015,7,15,61.63166525
17199,2015,7,15,69.15605665
17201,2015,7,15,61.90971421
17203,2015,7,15,57.04930636
17021,2015,7,15,51.05406923
17023,2015,7,15,57.562069
17025,2015,7,15,60.40507776
17027,2015,7,15,59.33406
17029,2015,7,15,56.14154356
17003,2015,7,15,71.18075854
17031,2015,7,15,62.34308882
17033,2015,7,15,62.95578992
17035,2015,7,15,58.54194684
17037,2015,7,15,61.54330461
17039,2015,7,15,55.79420589
17041,2015,7,15,56.06220099
17043,2015,7,15,61.33116153
17045,2015,7,15,50.18743627
17047,2015,7,15,62.70006067
17049,2015,7,15,58.51872641
17005,2015,7,15,54.66253059
17051,2015,7,15,57.81187528
17053,2015,7,15,59.81706092
17055,2015,7,15,67.25915221
17057,2015,7,15,63.87234246
17059,2015,7,15,66.71639396
17061,2015,7,15,64.21101874
17063,2015,7,15,60.56485564
17065,2015,7,15,62.11071075
17067,2015,7,15,65.16206038
17069,2015,7,15,68.743301
17007,2015,7,15,61.90217286
17071,2015,7,15,63.51187522
17073,2015,7,15,54.47920848
17075,2015,7,15,58.52043974
17077,2015,7,15,69.55274687
17079,2015,7,15,61.69129867
17081,2015,7,15,62.74578824
17083,2015,7,15,66.23280275
17085,2015,7,15,50.30914378
17087,2015,7,15,70.5762396
17089,2015,7,15,61.91415772
17009,2015,7,15,66.576836
17091,2015,7,15,59.15774526
17093,2015,7,15,61.34599133
17095,2015,7,15,57.56453871
17097,2015,7,15,61.98917253
17099,2015,7,15,58.71633277
18001,2015,7,15,65.61417449
18101,2015,7,15,60.47232835
18103,2015,7,15,62.79972979
18105,2015,7,15,60.85781043
18107,2015,7,15,54.77991606
18109,2015,7,15,55.37315158
18011,2015,7,15,55.44445482
18111,2015,7,15,49.9724122
18113,2015,7,15,64.26982364
18115,2015,7,15,58.042881
18117,2015,7,15,58.20338745
18119,2015,7,15,60.11657934
18121,2015,7,15,52.78467334
18123,2015,7,15,61.13974075
18125,2015,7,15,57.49413823
18127,2015,7,15,60.11111413
18129,2015,7,15,63.74705551
18013,2015,7,15,54.01813192
18131,2015,7,15,41.23357703
18133,2015,7,15,60.1031267
18135,2015,7,15,66.00481166
18137,2015,7,15,61.68060673
18139,2015,7,15,62.76406071
18141,2015,7,15,63.17558756
18143,2015,7,15,49.02203259
18145,2015,7,15,54.16379443
18147,2015,7,15,60.12044329
18149,2015,7,15,43.33442104
18015,2015,7,15,54.47518345
18151,2015,7,15,63.93884627
18153,2015,7,15,60.57662993
18155,2015,7,15,56.06427219
18157,2015,7,15,50.88178028
18159,2015,7,15,57.43667077
18161,2015,7,15,64.9081816
18163,2015,7,15,63.1720218
18165,2015,7,15,52.74697796
18167,2015,7,15,57.18628129
18169,2015,7,15,64.75893449
18017,2015,7,15,50.43439688
18171,2015,7,15,55.36750626
18173,2015,7,15,62.93649776
18175,2015,7,15,50.77714616
18177,2015,7,15,65.32773328
18179,2015,7,15,65.57578379
18181,2015,7,15,48.62203883
18183,2015,7,15,64.43139602
18019,2015,7,15,46.72645924
18021,2015,7,15,57.89711859
18023,2015,7,15,53.38449358
18025,2015,7,15,56.7175261
18027,2015,7,15,61.56653925
18029,2015,7,15,61.65476176
18003,2015,7,15,64.89158536
18031,2015,7,15,55.91636956
18033,2015,7,15,64.4331958
18035,2015,7,15,66.17639347
18037,2015,7,15,54.63948426
18039,2015,7,15,63.3756084
18041,2015,7,15,65.21408941
18043,2015,7,15,46.83913936
18045,2015,7,15,54.93308211
18047,2015,7,15,64.45179826
18049,2015,7,15,57.99867893
18005,2015,7,15,53.6726183
18051,2015,7,15,62.81363951
18053,2015,7,15,65.48579603
18055,2015,7,15,61.03645354
18057,2015,7,15,55.90548554
18059,2015,7,15,55.17607218
18061,2015,7,15,54.66075955
18063,2015,7,15,55.87875966
18065,2015,7,15,65.94905043
18067,2015,7,15,56.62835366
18069,2015,7,15,64.96165286
18007,2015,7,15,53.23906103
18071,2015,7,15,53.63598799
18073,2015,7,15,45.68180907
18075,2015,7,15,66.17517189
18077,2015,7,15,47.892654
18079,2015,7,15,52.42508073
18081,2015,7,15,54.56480193
18083,2015,7,15,62.76700406
18085,2015,7,15,64.18913557
18087,2015,7,15,63.92549127
18089,2015,7,15,58.71739841
18009,2015,7,15,65.389214
18091,2015,7,15,61.67488973
18093,2015,7,15,62.29473431
18095,2015,7,15,64.769132
18097,2015,7,15,54.90152296
18099,2015,7,15,59.05650197
19001,2015,7,15,
19101,2015,7,15,56.10656
19103,2015,7,15,53.93191139
19105,2015,7,15,44.47145002
19107,2015,7,15,55.10293419
19109,2015,7,15,
19011,2015,7,15,48.37745694
19111,2015,7,15,63.49556972
19113,2015,7,15,49.01299561
19115,2015,7,15,53.66299395
19117,2015,7,15,
19119,2015,7,15,
19121,2015,7,15,
19123,2015,7,15,55.21841
19125,2015,7,15,
19127,2015,7,15,
19129,2015,7,15,
19013,2015,7,15,45.34678591
19131,2015,7,15,46.96503578
19133,2015,7,15,
19135,2015,7,15,
19137,2015,7,15,
19139,2015,7,15,54.53717656
19141,2015,7,15,
19143,2015,7,15,
19145,2015,7,15,
19147,2015,7,15,
19149,2015,7,15,
19015,2015,7,15,
19151,2015,7,15,
19153,2015,7,15,
19155,2015,7,15,
19157,2015,7,15,49.76217204
19159,2015,7,15,
19161,2015,7,15,
19163,2015,7,15,44.91875641
19165,2015,7,15,
19167,2015,7,15,
19169,2015,7,15,
19017,2015,7,15,45.33313055
19171,2015,7,15,48.46151316
19173,2015,7,15,
19175,2015,7,15,
19177,2015,7,15,62.56480453
19179,2015,7,15,54.99053689
19181,2015,7,15,
19183,2015,7,15,55.1809975
19019,2015,7,15,47.18688658
19191,2015,7,15,43.04360791
19193,2015,7,15,
19195,2015,7,15,
19197,2015,7,15,
19021,2015,7,15,
19023,2015,7,15,45.73925656
19025,2015,7,15,
19027,2015,7,15,
19029,2015,7,15,
19003,2015,7,15,
19031,2015,7,15,50.10233892
19033,2015,7,15,
19035,2015,7,15,
19037,2015,7,15,46.26095776
19039,2015,7,15,
19041,2015,7,15,
19043,2015,7,15,41.86557462
19045,2015,7,15,51.98976646
19047,2015,7,15,
19049,2015,7,15,
19005,2015,7,15,41.75001063
19051,2015,7,15,59.214081
19053,2015,7,15,
19055,2015,7,15,41.6517137
19057,2015,7,15,65.09096425
19059,2015,7,15,
19061,2015,7,15,40.18029434
19063,2015,7,15,
19065,2015,7,15,44.18602446
19067,2015,7,15,45.50444991
19069,2015,7,15,
19007,2015,7,15,
19071,2015,7,15,
19073,2015,7,15,
19075,2015,7,15,45.22136502
19077,2015,7,15,
19079,2015,7,15,
19081,2015,7,15,
19083,2015,7,15,
19085,2015,7,15,
19087,2015,7,15,59.645315
19089,2015,7,15,46.01833
19009,2015,7,15,
19091,2015,7,15,
19093,2015,7,15,
19095,2015,7,15,51.8872474
19097,2015,7,15,46.05546024
19099,2015,7,15,
20001,2015,7,15,74.99661146
20101,2015,7,15,74.196404
20103,2015,7,15,
20105,2015,7,15,66.98101
20107,2015,7,15,
20109,2015,7,15,65.902016
20011,2015,7,15,
20111,2015,7,15,74.335219
20113,2015,7,15,73.78516281
20115,2015,7,15,75.27163662
20117,2015,7,15,38.60808483
20119,2015,7,15,77.96208559
20121,2015,7,15,
20123,2015,7,15,59.8463122
20125,2015,7,15,76.97769793
20127,2015,7,15,73.34645308
20129,2015,7,15,78.9403
20013,2015,7,15,
20131,2015,7,15,36.39724711
20133,2015,7,15,76.02282937
20135,2015,7,15,70.61130488
20137,2015,7,15,63.34692
20139,2015,7,15,73.96096791
20141,2015,7,15,69.727707
20143,2015,7,15,43.57056542
20145,2015,7,15,70.882851
20147,2015,7,15,59.77249745
20149,2015,7,15,66.17813496
20015,2015,7,15,76.47771183
20151,2015,7,15,74.787857
20153,2015,7,15,67.161446
20155,2015,7,15,74.72592312
20157,2015,7,15,70.92331584
20159,2015,7,15,73.6250752
20161,2015,7,15,67.52636147
20163,2015,7,15,60.71837118
20165,2015,7,15,68.90411884
20167,2015,7,15,71.055984
20169,2015,7,15,62.99379891
20017,2015,7,15,75.032471
20171,2015,7,15,75.236305
20173,2015,7,15,75.95835141
20175,2015,7,15,77.81624045
20177,2015,7,15,73.10340395
20179,2015,7,15,66.28925578
20181,2015,7,15,70.780426
20183,2015,7,15,54.446018
20185,2015,7,15,73.59913254
20187,2015,7,15,78.996582
20189,2015,7,15,78.089447
20019,2015,7,15,77.400253
20191,2015,7,15,76.05044841
20193,2015,7,15,66.614609
20195,2015,7,15,70.89518
20197,2015,7,15,72.98322108
20199,2015,7,15,73.987518
20201,2015,7,15,61.0793381
20203,2015,7,15,74.115311
20205,2015,7,15,76.09304066
20207,2015,7,15,74.55233
20209,2015,7,15,
20021,2015,7,15,77.662918
20023,2015,7,15,67.21553
20025,2015,7,15,76.6054
20027,2015,7,15,32.14098351
20029,2015,7,15,39.41111474
20003,2015,7,15,73.603424
20031,2015,7,15,73.50944864
20033,2015,7,15,75.849937
20035,2015,7,15,77.27835429
20037,2015,7,15,
20039,2015,7,15,62.228832
20041,2015,7,15,67.44393399
20043,2015,7,15,
20045,2015,7,15,
20047,2015,7,15,73.12582698
20049,2015,7,15,76.282722
20005,2015,7,15,
20051,2015,7,15,68.9558724
20053,2015,7,15,56.20609045
20055,2015,7,15,76.14019019
20057,2015,7,15,73.79264288
20059,2015,7,15,
20061,2015,7,15,68.78512795
20063,2015,7,15,71.19047667
20065,2015,7,15,65.995956
20067,2015,7,15,77.04981245
20069,2015,7,15,76.08053978
20007,2015,7,15,76.51213348
20071,2015,7,15,76.25956
20073,2015,7,15,73.78528163
20075,2015,7,15,76.754883
20077,2015,7,15,76.82669115
20079,2015,7,15,76.27551047
20081,2015,7,15,77.071571
20083,2015,7,15,70.41671
20085,2015,7,15,70.20890682
20087,2015,7,15,
20089,2015,7,15,70.31050353
20009,2015,7,15,70.93658444
20091,2015,7,15,
20093,2015,7,15,76.343575
20095,2015,7,15,75.60165358
20097,2015,7,15,74.581078
20099,2015,7,15,77.00219166
21001,2015,7,15,48.97562105
21101,2015,7,15,64.36770611
21103,2015,7,15,43.97895553
21105,2015,7,15,71.671906
21107,2015,7,15,65.30651989
21109,2015,7,15,49.43599783
21011,2015,7,15,51.27451593
21111,2015,7,15,44.56272237
21113,2015,7,15,54.41169333
21115,2015,7,15,37.8550427
21117,2015,7,15,57.26055818
21119,2015,7,15,42.97228827
21121,2015,7,15,55.00920558
21123,2015,7,15,48.97660331
21125,2015,7,15,54.74007552
21127,2015,7,15,39.6892339
21129,2015,7,15,42.457817
21013,2015,7,15,46.98134927
21131,2015,7,15,39.47953389
21133,2015,7,15,38.64471748
21135,2015,7,15,53.24062175
21137,2015,7,15,50.37323914
21139,2015,7,15,70.8399316
21141,2015,7,15,67.48304556
21143,2015,7,15,71.2826108
21145,2015,7,15,71.31947257
21147,2015,7,15,52.55633228
21149,2015,7,15,65.65347295
21015,2015,7,15,57.86704048
21151,2015,7,15,53.54250505
21153,2015,7,15,42.34301027
21155,2015,7,15,47.19073077
21157,2015,7,15,71.82458861
21159,2015,7,15,35.1769907
21161,2015,7,15,49.47014709
21163,2015,7,15,59.54841202
21165,2015,7,15,44.75695727
21167,2015,7,15,47.95372546
21169,2015,7,15,65.1351787
21017,2015,7,15,56.45742867
21171,2015,7,15,69.12691253
21173,2015,7,15,51.41276851
21175,2015,7,15,42.40844937
21177,2015,7,15,64.59764039
21179,2015,7,15,44.70958371
21181,2015,7,15,47.77102048
21183,2015,7,15,64.64723875
21185,2015,7,15,44.80704021
21187,2015,7,15,51.74973525
21189,2015,7,15,41.815308
21019,2015,7,15,39.59672284
21191,2015,7,15,52.06652593
21193,2015,7,15,40.75130409
21195,2015,7,15,36.32795578
21197,2015,7,15,50.15464261
21199,2015,7,15,51.72047106
21201,2015,7,15,47.518616
21203,2015,7,15,49.52179733
21205,2015,7,15,53.87457587
21207,2015,7,15,50.37853761
21209,2015,7,15,54.84362823
21021,2015,7,15,47.263599
21211,2015,7,15,43.51345803
21213,2015,7,15,68.446175
21215,2015,7,15,43.72273833
21217,2015,7,15,47.26885351
21219,2015,7,15,69.58012682
21221,2015,7,15,72.210122
21223,2015,7,15,46.68098096
21225,2015,7,15,65.66746342
21227,2015,7,15,65.61976485
21229,2015,7,15,46.579544
21023,2015,7,15,48.06140742
21231,2015,7,15,52.8836122
21233,2015,7,15,65.9691758
21235,2015,7,15,53.62539966
21237,2015,7,15,42.25215239
21239,2015,7,15,56.67259837
21025,2015,7,15,46.85867861
21027,2015,7,15,61.13649198
21029,2015,7,15,43.4209138
21003,2015,7,15,67.43390049
21031,2015,7,15,63.87849246
21033,2015,7,15,67.41853279
21035,2015,7,15,71.98565307
21037,2015,7,15,56.76216619
21039,2015,7,15,71.7151406
21041,2015,7,15,47.73812159
21043,2015,7,15,47.60772704
21045,2015,7,15,48.90995933
21047,2015,7,15,71.30156272
21049,2015,7,15,55.30686122
21005,2015,7,15,45.361443
21051,2015,7,15,50.63069915
21053,2015,7,15,52.79003481
21055,2015,7,15,69.23175905
21057,2015,7,15,51.70499166
21059,2015,7,15,64.29263784
21061,2015,7,15,60.00873193
21063,2015,7,15,47.534653
21065,2015,7,15,53.43444808
21067,2015,7,15,56.21233278
21069,2015,7,15,52.4067618
21007,2015,7,15,71.4412
21071,2015,7,15,36.95577658
21073,2015,7,15,51.1880106
21075,2015,7,15,71.95393999
21077,2015,7,15,55.046345
21079,2015,7,15,53.59364387
21081,2015,7,15,52.23552265
21083,2015,7,15,72.37181075
21085,2015,7,15,59.50399864
21087,2015,7,15,47.39558808
21089,2015,7,15,38.31467605
21009,2015,7,15,63.77792326
21091,2015,7,15,63.70574653
21093,2015,7,15,59.20464966
21095,2015,7,15,38.11291288
21097,2015,7,15,52.50308388
21099,2015,7,15,60.0845875
22001,2015,7,15,
22101,2015,7,15,
22103,2015,7,15,81.38565477
22105,2015,7,15,
22107,2015,7,15,
22109,2015,7,15,
22011,2015,7,15,90.14241627
22111,2015,7,15,
22113,2015,7,15,
22115,2015,7,15,90.91276184
22117,2015,7,15,79.83380699
22119,2015,7,15,
22121,2015,7,15,
22123,2015,7,15,
22125,2015,7,15,
22127,2015,7,15,
22013,2015,7,15,
22015,2015,7,15,86.22851875
22017,2015,7,15,86.53361916
22019,2015,7,15,88.34941016
22021,2015,7,15,
22023,2015,7,15,91.686211
22025,2015,7,15,
22027,2015,7,15,
22029,2015,7,15,
22003,2015,7,15,
22031,2015,7,15,88.54598119
22033,2015,7,15,
22035,2015,7,15,
22037,2015,7,15,
22039,2015,7,15,
22041,2015,7,15,
22043,2015,7,15,
22045,2015,7,15,
22047,2015,7,15,
22053,2015,7,15,88.193039
22055,2015,7,15,
22057,2015,7,15,
22059,2015,7,15,
22061,2015,7,15,
22063,2015,7,15,
22065,2015,7,15,
22067,2015,7,15,
22069,2015,7,15,
22007,2015,7,15,
22071,2015,7,15,83.714783
22073,2015,7,15,
22075,2015,7,15,87.21358745
22077,2015,7,15,
22079,2015,7,15,
